id,name,tel,address,hospital_type,postal_code,area_code,created_at,updated_at
210,ทับสุวรรณคลินิกเวชกรรม,663ถ.อโศก-ดินแดง<br /> ,จ.กรุงเทพมหานคร อ.เขตดินแดง ต.ดินแดง หมู่ 0,คลินิกเอกชน,661,10260100,2017-03-01 07:41:49.62689,2017-03-01 07:41:49.62689
211,เรือพระร่วงคลินิกเวชกรรม สาขา 5,10230,จ.กรุงเทพมหานคร อ.เขตลาดพร้าว ต.ลาดพร้าว หมู่ 0,คลินิกเอกชน,46,10380100,2017-03-01 07:41:49.631239,2017-03-01 07:41:49.631239
212,โรงพยาบาลส่งเสริมสุขภาพตำบลโสกแก,"",จ.อุดรธานี อ.กุดจับ ต.เมืองเพีย หมู่ 5,ศูนย์สุขภาพชุมชน ของ รพ.,41250,41020605,2017-03-01 07:41:49.63658,2017-03-01 07:41:49.63658
213,คลินิกแพทย์กำพล,074433109,จ.สงขลา อ.นาหม่อม ต.นาหม่อม หมู่ 5,คลินิกเอกชน,90310,90120105,2017-03-01 07:41:49.640443,2017-03-01 07:41:49.640443
214,คลินิกนฤมลการแพทย์,074257071,จ.สงขลา อ.หาดใหญ่ ต.พะตง หมู่ 0,คลินิกเอกชน,90230,90111800,2017-03-01 07:41:49.64452,2017-03-01 07:41:49.64452
215,ศูนยสุขภาพชุมชนโรงพยาบาลวัดโบสถ์,055291730,จ.พิษณุโลก อ.วัดโบสถ์ ต.วัดโบสถ์ หมู่ 4,ศูนย์สุขภาพชุมชน ของ รพ.,65160,65070104,2017-03-01 07:41:49.648132,2017-03-01 07:41:49.648132
216,พญาไทสิทธิเวชคลินิกเวชกรรม,10400,จ.กรุงเทพมหานคร อ.เขตราชเทวี ต.ทุ่งพญาไท หมู่ 0,คลินิกเอกชน,465,10370100,2017-03-01 07:41:49.654824,2017-03-01 07:41:49.654824
217,คลินิกหมอเลือก,๘-๑๐ ถ.สหกิจ,จ.ลำปาง อ.เมืองลำปาง ต.หัวเวียง หมู่ 0,คลินิกเอกชน,6,52010200,2017-03-01 07:41:49.662977,2017-03-01 07:41:49.662977
218,คลินิกหมออัศวิน,05422-7517,จ.ลำปาง อ.เมืองลำปาง ต.สบตุ๋ย หมู่ 0,คลินิกเอกชน,52100,52010400,2017-03-01 07:41:49.667635,2017-03-01 07:41:49.667635
219,คลินิกแพทย์พีรพงศ์,"",จ.ขอนแก่น อ.สีชมพู ต.วังเพิ่ม หมู่ 1,คลินิกเอกชน,40220,40060401,2017-03-01 07:41:49.67205,2017-03-01 07:41:49.67205
220,หมอโยธินคลินิกสูติ-นรีเวข,"",จ.สตูล อ.เมืองสตูล ต.พิมาน หมู่ 0,คลินิกเอกชน,91000,91010100,2017-03-01 07:41:49.676103,2017-03-01 07:41:49.676103
221,หน่วยบริการสุขภาพบ้านทัพยายปอน,"",จ.อุทัยธานี อ.ลานสัก ต.ประดู่ยืน หมู่ 1,ศูนย์สุขภาพชุมชน สธ.,61140,61070201,2017-03-01 07:41:49.680977,2017-03-01 07:41:49.680977
222,ศูนย์สุขภาพชุมชนปากน้ำแหลมสิงห์,039499340,จ.จันทบุรี อ.แหลมสิงห์ ต.ปากน้ำแหลมสิงห์ หมู่ 1,ศูนย์สุขภาพชุมชน ของ รพ.,22000,22060101,2017-03-01 07:41:49.686367,2017-03-01 07:41:49.686367
223,โรงพยาบาลเซ็นทรัลปาร์ค,023127261,จ.สมุทรปราการ อ.บางพลี ต.บางโฉลง หมู่ 1,โรงพยาบาลเอกชน,10540,11030401,2017-03-01 07:41:49.690749,2017-03-01 07:41:49.690749
224,ศูนย์สุขภาพชุมชนโรงพยาบาลหนองใหญ่,038219145,จ.ชลบุรี อ.หนองใหญ่ ต.หนองใหญ่ หมู่ 1,ศูนย์สุขภาพชุมชน ของ รพ.,20190,20030101,2017-03-01 07:41:49.694339,2017-03-01 07:41:49.694339
225,ศูนย์สุขภาพชุมชนบ่อทอง,038211288,จ.ชลบุรี อ.บ่อทอง ต.บ่อทอง หมู่ 1,ศูนย์สุขภาพชุมชน ของ รพ.,20270,20100101,2017-03-01 07:41:49.699318,2017-03-01 07:41:49.699318
226,ศูนย์สุขภาพชุมชนโรงพยาบาลสอยดาว,039421040,จ.จันทบุรี อ.สอยดาว ต.ปะตง หมู่ 0,ศูนย์สุขภาพชุมชน ของ รพ.,22180,22070100,2017-03-01 07:41:49.707311,2017-03-01 07:41:49.707311
227,หน่วยบิการปฐมภูมิโรงพยาบาลสุโขทัย,055611782,จ.สุโขทัย อ.เมืองสุโขทัย ต.บ้านกล้วย หมู่ 12,ศูนย์สุขภาพชุมชน ของ รพ.,64000,64010612,2017-03-01 07:41:49.713768,2017-03-01 07:41:49.713768
228,ศูนย์สุขภาพชุชนรพ.พระสมุทรเจดีย์ฯ,024259766,จ.สมุทรปราการ อ.พระสมุทรเจดีย์ ต.นาเกลือ หมู่ 3,ศูนย์สุขภาพชุมชน ของ รพ.,10290,11050103,2017-03-01 07:41:49.717609,2017-03-01 07:41:49.717609
229,หน่วยบริการปฐมภูมิโรงพยาบาลกำแพงเพชร,055 705187-188*126,จ.กำแพงเพชร อ.เมืองกำแพงเพชร ต.ในเมือง,ศูนย์สุขภาพชุมชน ของ รพ.,62000,62010100,2017-03-01 07:41:49.721287,2017-03-01 07:41:49.721287
230,ศูนย์สุขภาพชุมชนโรงพยาบาลปัตตานี,94000,จ.ปัตตานี อ.เมืองปัตตานี ต.สะบารัง หมู่ 0,ศูนย์สุขภาพชุมชน ของ รพ.,7,94010100,2017-03-01 07:41:49.725108,2017-03-01 07:41:49.725108
231,ศูนย์สุขภาพชุมชนโรงพยาบาลกุยบุรี,032681108-9,จ.ประจวบคีรีขันธ์ อ.กุยบุรี ต.กุยบุรี หมู่ 5,ศูนย์สุขภาพชุมชน ของ รพ.,77150,77020105,2017-03-01 07:41:49.729239,2017-03-01 07:41:49.729239
232,คลินิกชุมชนบ้านโคกแค,"",จ.สงขลา อ.รัตภูมิ ต.กำแพงเพชร หมู่ 8,ศูนย์สุขภาพชุมชน ของ รพ.,90180,90090108,2017-03-01 07:41:49.733424,2017-03-01 07:41:49.733424
233,ศูนย์สุขภาพชุมชนตำบลบางระกำ,055372114,จ.พิษณุโลก อ.บางระกำ ต.บางระกำ หมู่ 7,ศูนย์สุขภาพชุมชน ของ รพ.,65140,65040107,2017-03-01 07:41:49.737933,2017-03-01 07:41:49.737933
234,ศูนย์สุขภาพชุมชนโรงพยาบาลลี้,053979635,จ.ลำพูน อ.ลี้ ต.ลี้ หมู่ 14,ศูนย์สุขภาพชุมชน ของ รพ.,51110,51040114,2017-03-01 07:41:49.743242,2017-03-01 07:41:49.743242
235,ศูนย์แพทย์ชุมชนโรงพยาบาลป่าพยอม,074624163,จ.พัทลุง อ.ป่าพะยอม ต.ป่าพะยอม หมู่ 2,ศูนย์สุขภาพชุมชน ของ รพ.,93110,93100102,2017-03-01 07:41:49.748925,2017-03-01 07:41:49.748925
236,ศูนย์สุขภาพชุมชนกุดเค้า ,043381415,จ.ขอนแก่น อ.มัญจาคีรี ต.กุดเค้า หมู่ 14,ศูนย์สุขภาพชุมชน ของ รพ.,40160,40170114,2017-03-01 07:41:49.752635,2017-03-01 07:41:49.752635
237,ศูนย์สุขภาพชุมชนโรงพยาบาลตะกั่วทุ่ง,076581081,จ.พังงา อ.ตะกั่วทุ่ง ต.โคกกลอย หมู่ 1,ศูนย์สุขภาพชุมชน ของ รพ.,82140,82040601,2017-03-01 07:41:49.756437,2017-03-01 07:41:49.756437
238,ศูนย์สุขภาพชุมชนโรงพยาบาลวังวิเศษ,075296052,จ.ตรัง อ.วังวิเศษ ต.วังมะปรางเหนือ หมู่ 2,ศูนย์สุขภาพชุมชน ของ รพ.,92220,92070502,2017-03-01 07:41:49.760122,2017-03-01 07:41:49.760122
239,ศูนย์สุขภาพชุมชนโรงพยาบาลรัษฎา,075286263,จ.ตรัง อ.รัษฎา ต.ควนเมา หมู่ 6,ศูนย์สุขภาพชุมชน ของ รพ.,92160,92090106,2017-03-01 07:41:49.763807,2017-03-01 07:41:49.763807
240,ศูนย์สุขภาพชุมชนโรงพยาบาลย่านตาขาว,075240932,จ.ตรัง อ.ย่านตาขาว ต.ย่านตาขาว หมู่ 1,ศูนย์สุขภาพชุมชน ของ รพ.,92140,92030101,2017-03-01 07:41:49.768693,2017-03-01 07:41:49.768693
241,ศูนย์สุขภาพชุมชนโรงพยาบาลกันตัง,075251256,จ.ตรัง อ.กันตัง ต.บางเป้า หมู่ 6,ศูนย์สุขภาพชุมชน ของ รพ.,92110,92020406,2017-03-01 07:41:49.775497,2017-03-01 07:41:49.775497
242,ศูนย์สุขภาพชุมชนภูผาม่าน,04339611-12,จ.ขอนแก่น อ.ภูผาม่าน ต.ภูผาม่าน หมู่ 1,ศูนย์สุขภาพชุมชน ของ รพ.,40350,40200301,2017-03-01 07:41:49.780538,2017-03-01 07:41:49.780538
243,ศูนย์สุขภาพชุมชนพระยืน,043266045*162,จ.ขอนแก่น อ.พระยืน ต.พระยืน หมู่ 0,ศูนย์สุขภาพชุมชน ของ รพ.,40320,40030100,2017-03-01 07:41:49.786424,2017-03-01 07:41:49.786424
244,ศูนย์สาธารณสุขชุมชนโรงพยาบาลพยุพราชสายบุรี,073411002,จ.ปัตตานี อ.สายบุรี ต.ตะลุบัน หมู่ 0,ศูนย์สุขภาพชุมชน ของ รพ.,94110,94070100,2017-03-01 07:41:49.791204,2017-03-01 07:41:49.791204
245,ฝ่ายเวชศาสตร์ชุมชนโรงพยาบาลจุน,054-409200,จ.พะเยา อ.จุน ต.ห้วยข้าวก่ำ หมู่ 7,ศูนย์สุขภาพชุมชน ของ รพ.,56150,56020107,2017-03-01 07:41:49.795446,2017-03-01 07:41:49.795446
246,ศูนย์สุขภาพชุมชนโรงพยาบาลแม่ทา,053571171,จ.ลำพูน อ.แม่ทา ต.ทาสบเส้า หมู่ 8,ศูนย์สุขภาพชุมชน ของ รพ.,51140,51020208,2017-03-01 07:41:49.799639,2017-03-01 07:41:49.799639
247,ศูนย์บริการสุขภาพชุมชนบ้านใหม่กาดเหนือ,053984325-6,จ.ลำพูน อ.บ้านธิ ต.บ้านธิ หมู่ 8,ศูนย์สุขภาพชุมชน ของ รพ.,51180,51070108,2017-03-01 07:41:49.804247,2017-03-01 07:41:49.804247
248,ศูนย์สุขภาพชุมชนโรงพยาบาลนาโยง,075299099,จ.ตรัง อ.นาโยง ต.นาโยงเหนือ หมู่ 2,ศูนย์สุขภาพชุมชน ของ รพ.,92170,92080102,2017-03-01 07:41:49.809585,2017-03-01 07:41:49.809585
249,ศูนย์สุขภาพชุมชนโรงพยาบาลวังทอง,055311878,จ.พิษณุโลก อ.วังทอง ต.วังทอง หมู่ 13,ศูนย์สุขภาพชุมชน ของ รพ.,65130,65080113,2017-03-01 07:41:49.813287,2017-03-01 07:41:49.813287
250,ศูนย์ส่งเสริมสุขภาพแผนไทยชีวกบูรพา,039-597512,จ.ตราด อ.แหลมงอบ ต.แหลมงอบ หมู่ 6,ศูนย์สุขภาพชุมชน ของ รพ.,23120,23050106,2017-03-01 07:41:49.81887,2017-03-01 07:41:49.81887
251,ศูนย์สุขภาพชุมชนโรงพยาบาลชนบท,043286084,จ.ขอนแก่น อ.ชนบท ต.ชนบท หมู่ 11,ศูนย์สุขภาพชุมชน ของ รพ.,40180,40180111,2017-03-01 07:41:49.82785,2017-03-01 07:41:49.82785
252,ศูนย์สุขภาพชุมชนโรงพยาบาลปะเหลียน,075289275,จ.ตรัง อ.ปะเหลียน ต.ท่าข้าม หมู่ 5,ศูนย์สุขภาพชุมชน ของ รพ.,92120,92040105,2017-03-01 07:41:49.834266,2017-03-01 07:41:49.834266
253,สถานบริการสาธารณสุขชุมชนบ้านบ่อเบี้ย ,"",จ.อุตรดิตถ์ อ.บ้านโคก ต.บ่อเบี้ย หมู่ 1,สถานบริการสาธารณสุขชุมชน,53180,53060401,2017-03-01 07:41:49.837866,2017-03-01 07:41:49.837866
254,สถานบริการสาธารณสุขชุมชนบ้านส่องสี ,"",จ.อุตรดิตถ์ อ.น้ำปาด ต.ห้วยมุ่น หมู่ 7,สถานบริการสาธารณสุขชุมชน,53110,53040607,2017-03-01 07:41:49.841779,2017-03-01 07:41:49.841779
255,สถานบริการสาธารณสุขชุมชนบ้านหนองเขียว ,"",จ.แม่ฮ่องสอน อ.เมืองแม่ฮ่องสอน ต.หมอกจำแป่ หมู่ 10,สถานบริการสาธารณสุขชุมชน,58000,58010510,2017-03-01 07:41:49.846525,2017-03-01 07:41:49.846525
256,สถานบริการสาธารณสุขชุมชนบ้านสันติสุข ,086-421-3051,จ.พะเยา อ.ปง ต.ขุนควร หมู่ 7,สถานบริการสาธารณสุขชุมชน,56140,56060707,2017-03-01 07:41:49.851454,2017-03-01 07:41:49.851454
257,สถานบริการสาธารณสุขชุมชนบ้านปางปูเลาะ ,054-401115,จ.พะเยา อ.แม่ใจ ต.ศรีถ้อย หมู่ 13,สถานบริการสาธารณสุขชุมชน,56130,56070213,2017-03-01 07:41:49.858742,2017-03-01 07:41:49.858742
258,ศูนย์บริการสาธารณสุขเทศบาลเมืองบางบัวทอง,"",จ.นนทบุรี อ.บางบัวทอง ต.โสนลอย หมู่ 0,ศูนย์บริการสาธารณสุข,1110,12040100,2017-03-01 07:41:49.864576,2017-03-01 07:41:49.864576
259,โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า,"",จ.นครนายก อ.เมืองนครนายก ต.พรหมณี หมู่ 0,โรงพยาบาล นอก สธ.,26000,26011300,2017-03-01 07:41:49.869815,2017-03-01 07:41:49.869815
260,เทศบาลตำบลห้วยยอด,"",จ.ตรัง อ.ห้วยยอด ต.ห้วยยอด หมู่ 0,ศูนย์บริการสาธารณสุข,92130,92060100,2017-03-01 07:41:49.876324,2017-03-01 07:41:49.876324
261,โรงพยาบาลแพทย์รังสิต  ,025310099,จ.ปทุมธานี อ.ธัญบุรี ต.ประชาธิปัตย์ หมู่ 8,โรงพยาบาลเอกชน,12110,13030108,2017-03-01 07:41:49.881037,2017-03-01 07:41:49.881037
262,สถานพยาบาลเวชกรรมทัศนเวช,056651293-5,จ.พิจิตร อ.เมืองพิจิตร ต.ในเมือง หมู่ 0,โรงพยาบาลเอกชน,66000,66010100,2017-03-01 07:41:49.885452,2017-03-01 07:41:49.885452
263,โรงพยาบาลวีระพลการแพทย์,0420311202,จ.หนองบัวลำภู อ.เมืองหนองบัวลำภู ต.ลำภู หมู่ 0,โรงพยาบาลเอกชน,39000,39011000,2017-03-01 07:41:49.88931,2017-03-01 07:41:49.88931
264,สถาบันบำราศนราดูร,025903480,จ.นนทบุรี อ.เมืองนนทบุรี ต.ตลาดขวัญ หมู่ 0,โรงพยาบาล นอก สป.สธ.,11100,12010200,2017-03-01 07:41:49.892943,2017-03-01 07:41:49.892943
265,โรงพยาบาลบ้านดอนอินเตอร์สมุย ,077245236,จ.สุราษฎร์ธานี อ.เกาะสมุย ต.บ่อผุด หมู่ 1,โรงพยาบาลเอกชน,84140,84040601,2017-03-01 07:41:49.896608,2017-03-01 07:41:49.896608
266,สถานพยาบาลเวียงเวช,077361672,จ.สุราษฎร์ธานี อ.เวียงสระ ต.บ้านส้อง หมู่ 4,โรงพยาบาลเอกชน,84190,84150204,2017-03-01 07:41:49.901886,2017-03-01 07:41:49.901886
267,โรงพยาบาลพะเยาราม,054-411-111-15,จ.พะเยา อ.เมืองพะเยา ต.ท่าวังทอง หมู่ 3,โรงพยาบาลเอกชน,56000,56011303,2017-03-01 07:41:49.907053,2017-03-01 07:41:49.907053
268,สำนักงานสาธารณสุขอำเภอบึงโขงหลง,042416266,จ.บึงกาฬ อ.บึงโขงหลง ต.บึงโขงหลง หมู่ 11,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,43220,38060111,2017-03-01 07:41:49.911729,2017-03-01 07:41:49.911729
269,โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น,"",จ.ขอนแก่น อ.เมืองขอนแก่น ต.ในเมือง หมู่ 16,โรงพยาบาล นอก สธ.,40002,40010116,2017-03-01 07:41:49.917249,2017-03-01 07:41:49.917249
270,โรงไฟฟ้าสุราษฏร์ธานี,0772422538,จ.สุราษฎร์ธานี อ.พุนพิน ต.เขาหัวควาย หมู่ 1,ศูนย์บริการสาธารณสุข,84130,84171501,2017-03-01 07:41:49.921084,2017-03-01 07:41:49.921084
271,เทศบาลเมืองบ้านพรุ,074210173,จ.สงขลา อ.หาดใหญ่ ต.บ้านพรุ หมู่ 0,ศูนย์บริการสาธารณสุข,90250,90111600,2017-03-01 07:41:49.924697,2017-03-01 07:41:49.924697
272,เทศบาลเมืองสะเดา,074411140,จ.สงขลา อ.สะเดา ต.สะเดา หมู่ 0,ศูนย์บริการสาธารณสุข,90120,90100100,2017-03-01 07:41:49.928541,2017-03-01 07:41:49.928541
273,ศูนย์บริการสาธารณสุขเทศบาลเมืองชะอำ,"",จ.เพชรบุรี อ.ชะอำ ต.ชะอำ,ศูนย์บริการสาธารณสุข,76120,76040100,2017-03-01 07:41:49.933267,2017-03-01 07:41:49.933267
274,ศูนย์บริการสาธารณสุข3 (เทพธัญญะอุปถัมภ์),025338595,จ.ปทุมธานี อ.ธัญบุรี ต.ประชาธิปัตย์ หมู่ 3,ศูนย์บริการสาธารณสุข,12130,13030103,2017-03-01 07:41:49.940144,2017-03-01 07:41:49.940144
275,โรงพยาบาลจิตเวชเลยราชนครินทร์,042814893,จ.เลย อ.เมืองเลย ต.นาอาน หมู่ 4,โรงพยาบาล นอก สป.สธ.,42000,42010704,2017-03-01 07:41:49.947516,2017-03-01 07:41:49.947516
276,สถานพยาบาลอันดามันระนองการแพทย์,077835960,จ.ระนอง อ.เมืองระนอง ต.เขานิเวศน์ หมู่ 0,โรงพยาบาลเอกชน,85000,85010100,2017-03-01 07:41:49.952448,2017-03-01 07:41:49.952448
277,เทศบาลนครตรัง1 ,"",จ.ตรัง อ.เมืองตรัง ต.ทับเที่ยง หมู่ 0,ศูนย์บริการสาธารณสุข,92000,92010100,2017-03-01 07:41:49.957648,2017-03-01 07:41:49.957648
278,โรงพยาบาลสยามราษฎร์ เชียงใหม่,05-3357655,จ.เชียงใหม่ อ.เมืองเชียงใหม่ ต.ช้างเผือก หมู่ 3,โรงพยาบาลเอกชน,50200,50010703,2017-03-01 07:41:49.96182,2017-03-01 07:41:49.96182
279,ศูนย์บริการสาธารณสุขเทศบาลเมืองท่าเรือพระแท่น,034562740,จ.กาญจนบุรี อ.ท่ามะกา ต.ท่าเรือ หมู่ 0,ศูนย์บริการสาธารณสุข,71130,71050700,2017-03-01 07:41:49.966353,2017-03-01 07:41:49.966353
280,เทศบาลตำบลศรีพนมมาศ,055431076,จ.อุตรดิตถ์ อ.ลับแล ต.ศรีพนมมาศ หมู่ 0,ศูนย์บริการสาธารณสุข,53130,53080100,2017-03-01 07:41:49.971975,2017-03-01 07:41:49.971975
281,โรงพยาบาลค่ายเทพสตรีศรีสุนทร,075495250,จ.นครศรีธรรมราช อ.ทุ่งสง ต.กะปาง หมู่ 11,โรงพยาบาล นอก สธ.,80310,80090811,2017-03-01 07:41:49.975708,2017-03-01 07:41:49.975708
282,โรงพยาบาลฐานทัพเรือพังงา,076595042,จ.พังงา อ.พังงา หมู่ 0,โรงพยาบาล นอก สธ.,82210,82000000,2017-03-01 07:41:49.979902,2017-03-01 07:41:49.979902
283,ศูนย์สุขภาพชุมชนเทศบาลบ้านไผ่,043275226,จ.ขอนแก่น อ.บ้านไผ่ ต.ในเมือง หมู่ 3,ศูนย์สุขภาพชุมชน นอก สธ.,40110,40100203,2017-03-01 07:41:49.986013,2017-03-01 07:41:49.986013
284,ศูนย์สุขภาพชุชนตำบลท่าขนอน,"",จ.สุราษฎร์ธานี อ.คีรีรัฐนิคม ต.ท่าขนอน หมู่ 14,ศูนย์สุขภาพชุมชน สธ.,84180,84080114,2017-03-01 07:41:49.993453,2017-03-01 07:41:49.993453
285,เทศบาลตำบลปากน้ำ,038-542312,จ.ฉะเชิงเทรา อ.บางคล้า ต.ปากน้ำ หมู่ 1,ศูนย์บริการสาธารณสุข,24110,24020901,2017-03-01 07:41:49.998557,2017-03-01 07:41:49.998557
286,ศูนย์สุขภาพชุชนโรงพยาบาลคำชะอี,042691085,จ.มุกดาหาร อ.คำชะอี ต.น้ำเที่ยง หมู่ 12,ศูนย์สุขภาพชุมชน ของ รพ.,49110,49051412,2017-03-01 07:41:50.00219,2017-03-01 07:41:50.00219
287,โรงพยาบาลเมืองเพชร-ธนบุรี,032415191,จ.เพชรบุรี อ.เมืองเพชรบุรี ต.ต้นมะม่วง หมู่ 6,โรงพยาบาลเอกชน,76000,76011206,2017-03-01 07:41:50.006241,2017-03-01 07:41:50.006241
288,คลินิคใกล้ใจโรงพยาบาลระโนด,074392174-6,จ.สงขลา อ.ระโนด ต.ระโนด หมู่ 5,ศูนย์สุขภาพชุมชน ของ รพ.,90140,90070105,2017-03-01 07:41:50.01053,2017-03-01 07:41:50.01053
289,ศูนย์สุขภาพชุชนสวรรค์ประชารักษ์,0-5622-8688,จ.นครสวรรค์ อ.เมืองนครสวรรค์ ต.ปากน้ำโพ,ศูนย์สุขภาพชุมชน ของ รพ.,60000,60010100,2017-03-01 07:41:50.014753,2017-03-01 07:41:50.014753
290,ศูนย์สุขภาพชุชนบ้านโคกเถื่อนช้าง,"",จ.อุบลราชธานี อ.เดชอุดม ต.เมืองเดช หมู่ 6,ศูนย์สุขภาพชุมชน สธ.,34160,34070106,2017-03-01 07:41:50.02107,2017-03-01 07:41:50.02107
291,ศูนย์สุขภาพชุมชนคำข่า,"",จ.อุบลราชธานี อ.น้ำยืน ต.สีวิเชียร หมู่ 11,ศูนย์สุขภาพชุมชน สธ.,34260,34090711,2017-03-01 07:41:50.028405,2017-03-01 07:41:50.028405
292,ศูนย์สุขภาพชุมชนโรงพยาบาลพัทลุง,074609500,จ.พัทลุง อ.เมืองพัทลุง ต.คูหาสวรรค์,ศูนย์สุขภาพชุมชน ของ รพ.,93000,93010100,2017-03-01 07:41:50.033232,2017-03-01 07:41:50.033232
293,โรงพยาบาลห้วยกระเจา เฉลิมพระเกียรติ 80 พรรษา,034677300,จ.กาญจนบุรี อ.ห้วยกระเจา ต.ห้วยกระเจา หมู่ 6,โรงพยาบาลชุมชน,71170,71130106,2017-03-01 07:41:50.040012,2017-03-01 07:41:50.040012
294,ศูนย์บริการสาธารณสุขมาบข่า,038-024527,จ.ระยอง อ.อำเภอนิคมพัฒนา ต.มาบข่า,ศูนย์บริการสาธารณสุข,21180,21080200,2017-03-01 07:41:50.045865,2017-03-01 07:41:50.045865
295,ศูนย์บริการสาธารณสุข 3,045613804,จ.ศรีสะเกษ อ.เมืองศรีสะเกษ ต.โพนข่า,ศูนย์บริการสาธารณสุข,33000,33011100,2017-03-01 07:41:50.04949,2017-03-01 07:41:50.04949
296,ศูนย์บริการสาธารณสุขเทศบาลตำบลบางตะบูน,032489234,จ.เพชรบุรี อ.บ้านแหลม ต.บางตะบูนออก หมู่ 3,ศูนย์บริการสาธารณสุข,76110,76070703,2017-03-01 07:41:50.053442,2017-03-01 07:41:50.053442
297,ศูนย์สุขภาพชุมชนกุดรัง,0-4372-8069,จ.มหาสารคาม อ.อำเภอกุดรัง ต.กุดรัง หมู่ 10,ศูนย์สุขภาพชุมชน สธ.,44130,44120110,2017-03-01 07:41:50.057782,2017-03-01 07:41:50.057782
298,สถานพยาบาลเรือนจำอำเภอสว่างแดนดิน,"",จ.สกลนคร อ.สว่างแดนดิน ต.หนองหลวง หมู่ 6,ศูนย์บริการสาธารณสุข,47110,47121006,2017-03-01 07:41:50.062475,2017-03-01 07:41:50.062475
299,โรงพยาบาลแพร่ราม,"",จ.แพร่ อ.เมืองแพร่ ต.ในเวียง หมู่ 3,โรงพยาบาลเอกชน,54000,54010103,2017-03-01 07:41:50.067794,2017-03-01 07:41:50.067794
300,โรงพยาบาลกรุงเทพสมุย,"",จ.สุราษฎร์ธานี อ.เกาะสมุย ต.บ่อผุด หมู่ 3,โรงพยาบาลเอกชน,84320,84040603,2017-03-01 07:41:50.072227,2017-03-01 07:41:50.072227
301,ศูนย์ทันตกรรมฟ้าใส,029959655-7,จ.ปทุมธานี อ.ลำลูกกา ต.คูคต หมู่ 5,คลินิกเอกชน,12150,13060105,2017-03-01 07:41:50.076283,2017-03-01 07:41:50.076283
302,โรงพยาบาลหาญอินเตอร์เนชั่นแนล,045712141-2,จ.ยโสธร อ.เมืองยโสธร ต.ในเมือง,โรงพยาบาลเอกชน,35000,35010100,2017-03-01 07:41:50.080891,2017-03-01 07:41:50.080891
303,โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา,"",จ.สุรินทร์ อ.อำเภอพนมดงรัก ต.บักได หมู่ 18,โรงพยาบาลชุมชน,32140,32140118,2017-03-01 07:41:50.087385,2017-03-01 07:41:50.087385
304,ศูนย์ทันตสุขภาพจังหวัดน่าน,054-773151,จ.น่าน อ.เมืองน่าน ต.ในเวียง,ศูนย์บริการสาธารณสุข,55000,55010100,2017-03-01 07:41:50.091378,2017-03-01 07:41:50.091378
305,ศูนย์สุขภาพจิตที่ 15,073352360,จ.ปัตตานี อ.เมืองปัตตานี ต.รูสะมิแล,ศูนย์บริการสาธารณสุข,94000,94011000,2017-03-01 07:41:50.095069,2017-03-01 07:41:50.095069
306,สำนักงานสาธารณสุขอำเภอเวียงเก่า,043438033,จ.ขอนแก่น อ.อำเภอเวียงเก่า ต.ในเมือง หมู่ 6,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,40150,40290106,2017-03-01 07:41:50.102224,2017-03-01 07:41:50.102224
307,ศูนย์การแพทย์กาญจนาภิเษก  มหาวิทยาลัยมหิดล,0-2849-6600,จ.นครปฐม อ.พุทธมณฑล ต.ศาลายา หมู่ 0,โรงพยาบาล นอก สธ.,73170,73070100,2017-03-01 07:41:50.110022,2017-03-01 07:41:50.110022
308,ศูนย์แพทย์ชุมชนเทศบาลตำบลลำนารายณ์,"",จ.ลพบุรี อ.ชัยบาดาล ต.ลำนารายณ์,ศูนย์สุขภาพชุมชน นอก สธ.,15130,16040100,2017-03-01 07:41:50.1146,2017-03-01 07:41:50.1146
309,ศูนย์วิทยาศาสตร์การแพทย์นครสวรรค์,056 267423,จ.นครสวรรค์ อ.พยุหะคีรี ต.ท่าน้ำอ้อย หมู่ 4,ศูนย์บริการสาธารณสุข,60130,60100804,2017-03-01 07:41:50.119178,2017-03-01 07:41:50.119178
310,เทศบาลตำบลวังเย็น,038-851302,จ.ฉะเชิงเทรา อ.แปลงยาว ต.วังเย็น หมู่ 4,ศูนย์บริการสาธารณสุข,24190,24090204,2017-03-01 07:41:50.124615,2017-03-01 07:41:50.124615
311,ศูนย์บริการสาธารณสุขแห่งที่ 3 (เทศบาลเมืองวารินชำราบ),"",จ.อุบลราชธานี อ.วารินชำราบ ต.วารินชำราบ หมู่ 0,ศูนย์บริการสาธารณสุข,3410,34150100,2017-03-01 07:41:50.128857,2017-03-01 07:41:50.128857
312,โรงพยาบาลนภาลัย,"",จ.สมุทรสงคราม อ.บางคนที ต.กระดังงา หมู่ 6,โรงพยาบาลชุมชน,75120,75020106,2017-03-01 07:41:50.133392,2017-03-01 07:41:50.133392
313,โรงพยาบาลมหาชนะชัย,"",จ.ยโสธร อ.มหาชนะชัย ต.ฟ้าหยาด หมู่ 4,โรงพยาบาลชุมชน,35170,35060104,2017-03-01 07:41:50.141707,2017-03-01 07:41:50.141707
